"627","-50"
"626","-65"
"625","-32"
"624","-21"
"623","-95"
"622","-68"
"621","-47"
"620","-76"
"619","-94"
"618","-37"
"617","-72"
"616","-3"
"615","-43"
"614","-62"
"613","-28"
"612","-17"
"611","-65"
"610","-54"
"609","-86"
"608","-39"
"607","-60"
"606","-82"
"605","-69"
"604","-65"
"603","-62"
"602","-88"
"601","-93"
"600","-89"
"599","-87"
"598","-33"
"597","-72"
"596","-53"
"595","-95"
"594","-37"
"593","-81"
"592","-97"
"591","-21"
"590","-42"
"589","-29"
"588","-56"
"587","-47"
"586","-94"
"585","-61"
"584","-82"
"583","-34"
"582","-87"
"581","-3"
"580","-44"
"579","-78"
"578","-60"
"577","-86"
"576","-73"
"575","-62"
"574","-62"
"573","-4"
"572","-88"
"571","-70"
"570","-56"
"569","-97"
"568","-35"
"567","-94"
"566","-2"
"565","-68"
"564","-52"
"563","-69"
"562","-36"
"561","-24"
"560","-1"
"559","-12"
"558","-79"
"557","-48"
"556","-74"
"555","-30"
"554","-94"
"553","-98"
"552","-26"
"551","-15"
"550","-77"
"549","-94"
"548","-96"
"547","-55"
"546","-31"
"545","-28"
"544","-36"
"543","-40"
"542","-37"
"541","-34"
"540","-19"
"539","-95"
"538","-48"
"537","-73"
"536","-80"
"535","-32"
"534","-82"
"533","-58"
"532","-94"
"531","-29"
"530","-44"
"529","-47"
"528","-29"
"527","-56"
"526","-80"
"525","-15"
"524","-38"
"523","-63"
"522","-88"
"521","-24"
"520","-71"
"519","-94"
"518","-43"
"517","-9"
"516","-85"
"515","-7"
"514","-94"
"513","-20"
"512","-21"
"511","-27"
"510","-47"
"509","-64"
"508","-95"
"507","-38"
"506","-83"
"505","-45"
"504","-62"
"503","-8"
"502","-11"
"501","-33"
"500","-5"
"499","-80"
"498","-15"
"497","-49"
"496","-1"
"495","-70"
"494","-8"
"493","-3"
"492","-62"
"491","-82"
"490","-72"
"489","-63"
"488","-85"
"487","-85"
"486","-28"
"485","-91"
"484","-63"
"483","-1"
"482","-16"
"481","-66"
"480","-84"
"479","-94"
"478","-59"
"477","-71"
"476","-62"
"475","0"
"474","-34"
"473","-13"
"472","-17"
"471","-2"
"470","-97"
"469","-74"
"468","-13"
"467","-97"
"466","-53"
"465","-47"
"464","-15"
"463","-24"
"462","-34"
"461","-3"
"460","-96"
"459","-53"
"458","-39"
"457","-71"
"456","-22"
"455","-55"
"454","-74"
"453","-70"
"452","-42"
"451","-99"
"450","-25"
"449","-98"
"448","-72"
"447","-24"
"446","-12"
"445","-34"
"444","0"
"443","-61"
"442","-72"
"441","-23"
"440","-62"
"439","-70"
"438","-12"
"437","-50"
"436","-84"
"435","-85"
"434","-70"
"433","-36"
"432","-48"
"431","-47"
"430","-95"
"429","-85"
"428","-9"
"427","-64"
"426","-69"
"425","-75"
"424","-75"
"423","-3"
"422","-72"
"421","-46"
"420","-47"
"419","-29"
"418","-97"
"417","-10"
"416","-68"
"415","-83"
"414","-10"
"413","-47"
"412","-46"
"411","-60"
"410","-54"
"409","-86"
"408","-2"
"407","-16"
"406","-44"
"405","-21"
"404","-64"
"403","-76"
"402","-66"
"401","-42"
"400","-1"
"399","-16"
"398","-57"
"397","-19"
"396","-6"
"395","-7"
"394","-64"
"393","-20"
"392","-97"
"391","-65"
"390","-98"
"389","-49"
"388","-77"
"387","-58"
"386","-89"
"385","-86"
"384","-71"
"383","-75"
"382","-24"
"381","-28"
"380","-11"
"379","-45"
"378","-82"
"377","-29"
"376","-31"
"375","-8"
"374","-22"
"373","-64"
"372","-63"
"371","-77"
"370","-9"
"369","-70"
"368","-59"
"367","-14"
"366","-19"
"365","-38"
"364","-87"
"363","-21"
"362","-79"
"361","-78"
"360","-65"
"359","-26"
"358","-93"
"357","-53"
"356","-89"
"355","-86"
"354","-51"
"353","-7"
"352","-78"
"351","-67"
"350","-35"
"349","-69"
"348","-21"
"347","-7"
"346","-32"
"345","-53"
"344","-58"
"343","-50"
"342","-16"
"341","-47"
"340","-23"
"339","-85"
"338","-89"
"337","-32"
"336","-52"
"335","-93"
"334","-66"
"333","-11"
"332","-75"
"331","-68"
"330","-87"
"329","-34"
"328","-98"
"327","-11"
"326","-61"
"325","-46"
"324","-75"
"323","-87"
"322","-6"
"321","-73"
"320","-53"
"319","-22"
"318","-51"
"317","-16"
"316","-36"
"315","-89"
"314","-36"
"313","-30"
"312","-56"
"311","-93"
"310","-19"
"309","-22"
"308","-91"
"307","-52"
"306","-82"
"305","-23"
"304","-84"
"303","-97"
"302","-27"
"301","-53"
"300","-11"
"299","-37"
"298","-87"
"297","-8"
"296","-79"
"295","-25"
"294","-3"
"293","-81"
"292","-47"
"291","-3"
"290","-57"
"289","-62"
"288","-49"
"287","-97"
"286","-80"
"285","-74"
"284","-82"
"283","-54"
"282","-71"
"281","-69"
"280","-74"
"279","-15"
"278","-50"
"277","-33"
"276","-2"
"275","-61"
"274","-49"
"273","-35"
"272","-17"
"271","-61"
"270","-64"
"269","-15"
"268","-90"
"267","-90"
"266","-73"
"265","-84"
"264","-31"
"263","-56"
"262","-29"
"261","-2"
"260","-3"
"259","-80"
"258","-51"
"257","-9"
"256","-13"
"255","-90"
"254","-36"
"253","-27"
"252","-37"
"251","-7"
"250","-15"
"249","-2"
"248","-18"
"247","-93"
"246","-53"
"245","-12"
"244","-10"
"243","-20"
"242","-42"
"241","-58"
"240","-47"
"239","-99"
"238","-70"
"237","-32"
"236","-54"
"235","-42"
"234","-25"
"233","-68"
"232","-58"
"231","-98"
"230","-91"
"229","-75"
"228","-69"
"227","-42"
"226","-47"
"225","-7"
"224","-64"
"223","-26"
"222","-29"
"221","-98"
"220","-44"
"219","-79"
"218","-65"
"217","-88"
"216","-95"
"215","-48"
"214","-99"
"213","-83"
"212","-95"
"211","-78"
"210","-97"
"209","-37"
"208","-39"
"207","-18"
"206","-91"
"205","-49"
"204","-37"
"203","-84"
"202","-47"
"201","-49"
"200","-8"
"199","-22"
"198","-44"
"197","-27"
"196","-7"
"195","-19"
"194","-11"
"193","-69"
"192","-64"
"191","-45"
"190","-5"
"189","-66"
"188","-32"
"187","-2"
"186","-25"
"185","-62"
"184","-19"
"183","-90"
"182","-99"
"181","-11"
"180","-39"
"179","-5"
"178","-89"
"177","-67"
"176","-60"
"175","-48"
"174","-1"
"173","-77"
"172","-80"
"171","0"
"170","-56"
"169","-55"
"168","-61"
"167","-55"
"166","-59"
"165","-62"
"164","-96"
"163","-52"
"162","-31"
"161","-58"
"160","-88"
"159","-26"
"158","-19"
"157","-31"
"156","-8"
"155","-99"
"154","-17"
"153","0"
"152","-67"
"151","-89"
"150","-23"
"149","-29"
"148","-84"
"147","-82"
"146","-53"
"145","-67"
"144","-69"
"143","-68"
"142","-67"
"141","-1"
"140","-17"
"139","-63"
"138","-87"
"137","-32"
"136","-81"
"135","0"
"134","-55"
"133","-59"
"132","-93"
"131","-11"
"130","-20"
"129","-57"
"128","-63"
"127","-99"
"126","-42"
"125","-18"
"124","-27"
"123","-3"
"122","-50"
"121","-41"
"120","-39"
"119","-16"
"118","-9"
"117","-57"
"116","-13"
"115","-1"
"114","-21"
"113","-15"
"112","-45"
"111","-97"
"110","-13"
"109","-16"
"108","-81"
"107","-1"
"106","-90"
"105","-82"
"104","-15"
"103","-43"
"102","-46"
"101","-64"
"100","-44"
"99","-60"
"98","-66"
"97","-23"
"96","-42"
"95","-69"
"94","-67"
"93","-16"
"92","-49"
"91","-18"
"90","-75"
"89","-41"
"88","-23"
"87","-41"
"86","-52"
"85","-57"
"84","-60"
"83","-78"
"82","-31"
"81","-75"
"80","-78"
"79","-81"
"78","-48"
"77","-71"
"76","-36"
"75","-34"
"74","-84"
"73","-38"
"72","-19"
"71","-29"
"70","-7"
"69","-85"
"68","-65"
"67","-58"
"66","-13"
"65","-99"
"64","-85"
"63","-46"
"62","-2"
"61","-28"
"60","-55"
"59","-41"
"58","-1"
"57","-29"
"56","-86"
"55","-29"
"54","-69"
"53","-61"
"52","-96"
"51","-86"
"50","-66"
"49","-27"
"48","-12"
"47","-33"
"46","-76"
"45","-90"
"44","-83"
"43","-72"
"42","-3"
"41","-61"
"40","-18"
"39","-10"
"38","-34"
"37","-87"
"36","-4"
"35","-2"
"34","-88"
"33","-68"
"32","-54"
"31","-50"
"30","-62"
"29","-9"
"28","-4"
"27","-83"
"26","-22"
"25","-55"
"24","-87"
"23","-84"
"22","-38"
"21","-63"
"20","-49"
"19","-34"
"18","-12"
"17","-75"
"16","-46"
"15","-83"
"14","-59"
"13","-71"
"12","-61"
"11","-98"
"10","-29"
"9","-49"
"8","-75"
"7","-15"
"6","-80"
"5","-15"
"4","-66"
"3","-98"
"2","-66"
"1","-27"
